"","kingdom","phylum","class","order","family","genus","species"
"496","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Comostolopsis","Comostolopsis stillata"
"497","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypena","Hypena varialis"
"498","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Ceromitia","Ceromitia wahlbergi"
"499","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Euchrysops","Euchrysops osiris"
"500","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Meneris","Aeropetes tulbaghia"
"501","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Polypogon","Polypogon melanommoides"
"502","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colotis","Colotis amata"
"503","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Coeliades","Coeliades pisistratus"
"504","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Cacyreus",""
"505","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula spoliata"
"506","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Terastia","Terastia africana"
"507","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Aloeides","Aloeides trimeni"
"508","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Leucania","Leucania loreyi"
"509","Animalia","Arthropoda","Insecta","Lepidoptera","Eupterotidae","Janomima","Janomima mariana"
"510","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Anomis","Anomis flava"
"511","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Bombycopsis","Bombycopsis capicola"
"512","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colotis","Colotis antevippe"
"513","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Hypsopygia","Hypsopygia mauritialis"
"514","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Anthene","Anthene livida"
"515","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Lamprophaia","Lamprophaia ablactalis"
"516","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ozarba","Ozarba domina"
"517","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Calesia","Calesia zambesita"
"518","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Byblia","Byblia acheloia"
"519","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lepidochrysops","Lepidochrysops plebeia"
"520","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Cinabra","Cinabra hyperbius"
"521","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenyropsis","Coenyropsis natalii"
"522","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Pardoxia","Pardoxia graellsii"
"523","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Achaea","Achaea echo"
"524","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Antiophlebia","Antiophlebia bracteata"
"525","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Azanus","Azanus ubaldus"
"526","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Agathodes","Agathodes musivalis"
"527","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Secusio","Secusio strigata"
"528","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ogoa","Ogoa simplex"
"529","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Duponchelia","Duponchelia lanceolalis"
"530","Animalia","Arthropoda","Insecta","Lepidoptera","Stathmopodidae","Stathmopoda","Stathmopoda crassella"
"531","Animalia","Arthropoda","Insecta","Lepidoptera","Euteliidae","Eutelia","Eutelia blandiatrix"
"532","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Axiocerses","Axiocerses perion"
"533","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Parapluda","Parapluda invitabilis"
"534","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cucullia","Cucullia inaequalis"
"535","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Pseudoclanis","Pseudoclanis postica"
"536","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Phasis","Phasis macmasteri"
"537","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Trigonodes","Trigonodes hyppasia"
"538","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Brithys","Brithys crini"
"539","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Baniana","Baniana culminifera"
"540","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Blenina","Blenina squamifera"
"541","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Azanus","Azanus moriqua"
"542","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eublemma","Eublemma plumbosa"
"543","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Heteropsis","Heteropsis perspicua"
"544","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Chrysoritis",""
"545","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Azanus","Azanus natalensis"
"546","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Willema","Willema willemi"
"547","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Aloeides","Aloeides taikosama"
"548","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Diaphania","Diaphania indica"
"549","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ernsta",""
"550","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Nervia",""
"551","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Baoris","Baoris fatuellus"
"552","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Nyodes","Nyodes lutescens"
"553","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Libythea","Libythea laius"
"554","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colotis","Colotis regina"
"555","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Aloeides","Aloeides arida"
"556","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Rhynchina","Rhynchina antistropha"
"557","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cryptophlebia","Cryptophlebia peltastica"
"558","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ophiusa","Ophiusa dianaris"
"559","Animalia","Arthropoda","Insecta","Lepidoptera","Uraniidae","Urapteroides","Urapteroides recurvata"
"560","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Obtusipalpis","Obtusipalpis pardalis"
"561","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Erebus","Erebus walkeri"
"562","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypena","Hypena commixtalis"
"563","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Cyligramma","Cyligramma fluctuosa"
"564","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hondryches","Hondryches phalaeniformis"
"565","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Aloeides","Aloeides damarensis"
"566","Animalia","Arthropoda","Insecta","Lepidoptera","Thyrididae","Arniocera","Arniocera auriguttata"
"567","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Amata","Amata phaeobasis"
"568","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Tsitana","Tsitana dicksoni"
"569","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Pseudonympha","Pseudonympha trimenii"
"570","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Celidomphax","Celidomphax quadrimacula"
"571","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Sarimarais","Sarimarais peringueyi"
"572","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Aloeides","Aloeides pallida"
"573","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Vittaplusia","Vittaplusia vittata"
"574","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Pseudobunaea","Pseudobunaea irius"
"575","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chiasmia","Chiasmia turbulentata"
"576","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Ceromitia","Ceromitia punctulata"
"577","Animalia","Arthropoda","Insecta","Lepidoptera","Somabrachyidae","Psycharium","Psycharium pellucens"
"578","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Mocis","Mocis proverai"
"579","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eublemma","Eublemma caffrorum"
"580","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Argyrophora","Argyrophora arcualis"
"581","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cardepia","Cardepia definiens"
"582","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Sarmatia","Sarmatia interitalis"
"583","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Cupido","Cupido nubifer"
"584","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Terastia","Terastia margaritis"
"585","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Glyphodes","Glyphodes onychinalis"
"586","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Rhodogastria","Rhodogastria similis"
"587","Animalia","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Coptoproctis","Coptoproctis languida"
"588","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Loxostege","Loxostege frustalis"
"589","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Aurivillius","Aurivillius fusca"
"590","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Bryophilopsis","Bryophilopsis lunifera"
"591","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Prosomphax","Prosomphax callista"
"592","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Dasychira","Dasychira extorta"
"593","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Euproctis","Euproctis bicolor"
"594","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Halseyia","Halseyia rectifascia"
"595","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Euexia","Euexia percnopus"
"596","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Grammodora","Grammodora nigrolineata"
"597","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Dysgonia","Dysgonia angularis"
"598","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Syngamia","Syngamia latimarginalis"
"599","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zobida","Zobida similipuncta"
"600","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Autoba","Autoba admota"
"601","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ulotrichopus","Ulotrichopus catocala"
"602","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Plecoptera","Plecoptera laniata"
"603","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Achaea","Achaea lienardi"
"604","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ceryx","Ceryx fulvescens"
"605","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Plegapteryx","Plegapteryx anomalus"
"606","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Heterorachis","Heterorachis devocata"
"607","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Euproctis","Euproctis hardenbergia"
"608","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Loxopora",""
"609","Animalia","Arthropoda","Insecta","Lepidoptera","Eupterotidae","Phyllalia","Phyllalia thunbergii"
"610","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Euproctis","Euproctis punctifera"
"611","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Amata","Amata polidamon"
"612","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Soligena","Soligena juna"
"613","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Euchromia","Euchromia amoena"
"614","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epichoristodes","Epichoristodes dorsiplagana"
"615","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euplexia","Euplexia catephiodes"
"616","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Teracotona","Teracotona rhodophaea"
"617","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Isoplenia","Isoplenia trisinuata"
"618","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Nomophila","Nomophila noctuella"
"619","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Dysgonia","Dysgonia torrida"
"620","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Anomis","Anomis leona"
"621","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Cleora","Cleora flavivenata"
"622","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eucrostes","Eucrostes rufociliaria"
"623","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Acraea","Telchinia burni"
"624","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Anadiasa","Anadiasa affinis"
"625","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Leucinodes","Leucinodes laisalis"
"626","Animalia","Arthropoda","Insecta","Lepidoptera","Euteliidae","Eutelia",""
"627","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catephia","Catephia discophora"
"628","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula inscriptata"
"629","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Thestor","Thestor murrayi"
"630","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Palaeaspilates","Palaeaspilates inoffensa"
"631","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Paralacydes","Paralacydes arborifera"
"632","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Trichopisthia","Trichopisthia monteiroi"
"633","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Axiodes","Axiodes interscripta"
"634","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Ceromitia","Ceromitia trigoniferella"
"635","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xylopteryx","Xylopteryx arcuata"
"636","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Parapoynx","Parapoynx fluctuosalis"
"637","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Automolis","Automolis jansei"
"638","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Egnasia","Egnasia vicaria"
"639","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Nausinoe","Nausinoe quadrinalis"
"640","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Bocchoris","Bocchoris inspersalis"
"641","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Acrasia","Acrasia punctillata"
"642","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Temnora","Temnora pylades"
"643","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Cyana","Cyana marshalli"
"644","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Hoplistopus","Hoplistopus penricei"
"645","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Chasmina","Chasmina tibialis"
"646","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","",""
"647","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Agamana","Agamana pentagonalis"
"648","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Colocleora","Colocleora proximaria"
"649","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Allochrostes","Allochrostes impunctata"
"650","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Mixocera","Mixocera albistrigata"
"651","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Allochrostes","Allochrostes biornata"
"652","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Asota","Asota speciosa"
"653","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Cometaster","Cometaster pyrula"
"654","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Haplolabida","Haplolabida inaequata"
"655","Animalia","Arthropoda","Insecta","Lepidoptera","Uraniidae","Acropteris","Acropteris illiturata"
"656","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Glyphodes","Glyphodes stolalis"
"657","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tachosa",""
"658","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tumicla","Tumicla sagenaria"
"659","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Microloxia","Microloxia ruficornis"
"660","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Polythlipta","Polythlipta annulifera"
"661","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Afroclanis","Afroclanis calcareus"
"662","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Anomis","Anomis luperca"
"663","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Pseudobunaea","Pseudobunaea tyrrhena"
"664","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Araea","Araea indecora"
"665","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dattinia","Dattinia bolinalis"
"666","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Chloropoea","Chloropoea lucretia"
"667","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Derrioides","Derrioides cnephaeogramma"
"668","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hypercodia","Hypercodia wheeleri"
"669","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lacipa","Lacipa picta"
"670","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Duponchelia","Duponchelia fovealis"
"671","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Euchrysops","Euchrysops barkeri"
"672","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Nudaurelia","Nudaurelia wahlbergi"
"673","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Salamis",""
"674","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","",""
"675","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Mocis","Mocis mayeri"
"676","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Nephele","Nephele vau"
"677","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chloroclystis","Chloroclystis gymnoscelides"
"678","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Meliaba","Meliaba pelopsalis"
"679","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Eutomis","Eutomis minceus"
"680","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Protarache","Protarache melaphora"
"681","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Drepanogynis","Drepanogynis determinata"
"682","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Platylesches","Platylesches ayresii"
"683","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Dasychira","Dasychira octophora"
"684","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Palasea","Palasea albimacula"
"685","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Acrasia","Acrasia crinita"
"686","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ceryx","Ceryx longipes"
"687","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Paralethe","Paralethe dendrophilus"
"688","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Batocnema","Batocnema africanus"
"689","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Amata","Asinusca atricornis"
"690","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Teracotona","Teracotona submacula"
"691","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Zamarada","Zamarada adiposata"
"692","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Nyctemera",""
"693","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Tegiapa","Tegiapa larentiodes"
"694","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Basiothia","Basiothia medea"
"695","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eulycia","Eulycia accentuata"
"696","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Holocerina","Holocerina smilax"
"697","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Harpendyreus","Harpendyreus noquasa"
"698","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Heliothela","Heliothela ophideresana"
"699","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Amerila","Amerila affinis"
"700","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Phragmatobia","Phragmatobia parvula"
"701","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Cymothoe","Cymothoe alcimeda"
"702","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Euproctis","Euproctis aethiopica"
"703","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Brachiopsis","Brachiopsis vicina"
"704","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Siccia","Siccia caffra"
"705","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Prionapteryx","Prionapteryx splendida"
"706","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Euproctis","Euproctis terminalis"
"707","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Mittonia","Mittonia hampsoni"
"708","Animalia","Arthropoda","Insecta","Lepidoptera","Thyrididae","Arniocera","Arniocera erythropyga"
"709","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Acraea","Bematistes aganice"
"710","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Nephele","Nephele comma"
"711","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Tsitana","Tsitana tsita"
"712","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Epiphora","Epiphora mythimnia"
"713","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Somatina","Somatina ctenophora"
"714","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Problepsis","Problepsis aegretta"
"715","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Urota","Urota sinope"
"716","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Dichroma","Dichroma equestralis"
"717","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ernsta","Ernsta delagoae"
"718","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Oryctocera","Oryctocera laminalis"
"719","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Pagyda","Pagyda salvalis"
"720","Animalia","Arthropoda","Insecta","Lepidoptera","Eupterotidae","Lichenopteryx","Lichenopteryx despecta"
"721","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Nyctemera","Nyctemera apicalis"
"722","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Diasemiopsis","Diasemiopsis ramburialis"
"723","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Eucraera","Eucraera salammbo"
"724","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Amerila","Amerila lupia"
"725","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Nephele","Nephele funebris"
"726","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lacera","Lacera alope"
"727","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Gonimbrasia","Gonimbrasia belina"
"728","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Axiodes","Axiodes figurata"
"729","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Spindasis","Spindasis natalensis"
"730","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Autocharis","Autocharis rubricostalis"
"731","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Lobobunaea","Lobobunaea saturnus"
"732","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Earias","Earias biplaga"
"733","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lepidochrysops","Lepidochrysops patricia"
"734","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Celaenorrhinus","Celaenorrhinus mokeezi"
"735","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Stygionympha","Stygionympha vigilans"
"736","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Nephele","Nephele accentifera"
"737","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Melanocera","Melanocera menippe"
"738","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Argyraspodes","Argyraspodes argyraspis"
"739","Animalia","Arthropoda","Insecta","Lepidoptera","Eupterotidae","Hemijana",""
"740","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Euchromia","Euchromia folletii"
"741","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Hampsonita","Hampsonita esmeralda"
"742","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Autocharis","Autocharis margaritalis"
"743","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Omocenoides","Omocenoides isophanes"
"744","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Eudocima","Eudocima materna"
"745","Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Alonina","Alonina pyrocraspis"
"746","Animalia","Arthropoda","Insecta","Lepidoptera","Hepialidae","Eudalaca","Eudalaca vindex"
"747","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ctenoplusia","Ctenoplusia phocea"
"748","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Stenia","Stenia paediusalis"
"749","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hebdomophruda","Hebdomophruda nigroviridis"
"750","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Amata","Amata simplex"
"751","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Parachalciope","Parachalciope mahura"
"752","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Amata","Amata khoisana"
"753","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Drepanogynis","Drepanogynis calotaenia"
"754","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Torynesis","Torynesis mintha"
"755","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Temnora","Temnora fumosa"
"756","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Amyna","Amyna natalica"
"757","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias","Colias electo"
"758","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Tsitana","Tsitana tulbagha"
"759","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Thestor","Thestor montanus"
"760","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Tarsocera","Tarsocera dicksoni"
"761","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Brevipecten","Brevipecten cornuta"
"762","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Rubraea",""
"763","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Chrysopoloma","Chrysopoloma restricta"
"764","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Euchrysops","Euchrysops dolorosa"
