"","kingdom","phylum","class","order","family","genus","species"
"1820","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Psilocerea","Psilocerea pulverosa"
"1821","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Vegetia","Vegetia grimmia"
"1822","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Abantis","Abantis paradisea"
"1823","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Abantis","Abantis bicolor"
"1824","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Anthene","Anthene dulcis"
"1825","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ozarba","Ozarba nigroviridis"
"1826","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ceryx","Ceryx anthraciformis"
"1827","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Dira","Dira swanepoeli"
"1828","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Thaumetopoea","Thaumetopoea apologetica"
"1829","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Phthonandria","Phthonandria pinguis"
"1830","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Platylesches","Platylesches picanini"
"1831","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Chondrostegoides","Chondrostegoides murina"
"1832","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Trichaeta","Trichaeta pterophorina"
"1833","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Caffricola","Caffricola cloeckneria"
"1834","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Aiteta","Aiteta thermistis"
"1835","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Pseudomaenas","Pseudomaenas margarita"
"1836","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chiasmia","Chiasmia nobilitata"
"1837","Animalia","Arthropoda","Insecta","Lepidoptera","Yponomeutidae","Xyrosaris","Xyrosaris secreta"
"1838","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eublemma","Eublemma daphoena"
"1839","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Faveria","Faveria dionysia"
"1840","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mythimna","Mythimna tacuna"
"1841","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Thaumatotibia","Thaumatotibia leucotreta"
"1842","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Pseudozarba","Pseudozarba opella"
"1843","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Neaxestis","Neaxestis acutangula"
"1844","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Poecilmitis","Poecilmitis perseus"
"1845","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Opogona","Opogona omoscopa"
"1846","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Afrasura","Afrasura rivulosa"
"1847","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ethiopica","Ethiopica cupricolor"
"1848","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypotacha","Hypotacha parva"
"1849","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Metisella","Metisella meninx"
"1850","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Metachrostis","Metachrostis snelleni"
"1851","Animalia","Arthropoda","Insecta","Lepidoptera","Stathmopodidae","Stathmopoda","Stathmopoda lychnacma"
"1852","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Aloeides","Aloeides caffrariae"
"1853","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lepidochrysops","Lepidochrysops glauca"
"1854","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Achaea","Achaea trapezoides"
"1855","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Acantharctia","Acantharctia latifasciata"
"1856","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Ludia","Ludia goniata"
"1857","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula rossi"
"1858","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Audea","Audea melanoplaga"
"1859","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Lamoria","Lamoria adaptella"
"1860","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula accentuata"
"1861","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Axylia","Axylia ustula"
"1862","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Angustalius","Angustalius malacellus"
"1863","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Horisme","Horisme obscurata"
"1864","Animalia","Arthropoda","Insecta","Lepidoptera","Thyrididae","Cecidothyris","Cecidothyris pexa"
"1865","Animalia","Arthropoda","Insecta","Lepidoptera","Euteliidae","Eutelia","Eutelia gaedei"
"1866","Animalia","Arthropoda","Insecta","Lepidoptera","Uraniidae","Leucoplema","Leucoplema dohertyii"
"1867","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Setoctena","Setoctena piperitella"
"1868","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chloroclystis","Chloroclystis grisea"
"1869","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chiasmia","Chiasmia amarata"
"1870","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lycaena","Lycaena ortygia"
"1871","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Ectomyelois","Ectomyelois ceratoniae"
"1872","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Naarda","Naarda nigripalpis"
"1873","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Metopteryx","Metopteryx cinerea"
"1874","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pseudoradiarctia","Pseudoradiarctia scita"
"1875","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Heliothis","Heliothis flavigera"
"1876","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Somatina","Somatina virginalis"
"1877","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Omphalestra","Omphalestra mesomelana"
"1878","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Caffristis","Caffristis ferrogrisea"
"1879","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Xenimpia","Xenimpia maculosata"
"1880","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Lophostethus",""
"1881","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eustrotia","Eustrotia olivula"
"1882","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Afrasura",""
"1883","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","",""
"1884","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Naarda",""
"1885","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Campimoptilum","Campimoptilum kuntzei"
"1886","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chiasmia","Chiasmia procidata"
"1887","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Aurivillius",""
"1888","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Rhodophthitus","Rhodophthitus commaculata"
"1889","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Utetheisa",""
"1890","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Nassinia","Nassinia pretoria"
"1891","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula sanguinisecta"
"1892","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chiasmia","Chiasmia furcata"
"1893","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Isturgia",""
"1894","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Lamoria",""
"1895","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lacipa",""
"1896","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Heterocera",""
"1897","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Metapioplasta","Metapioplasta gratiosa"
"1898","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euplexia","Euplexia augens"
"1899","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Eudocima","Eudocima lequeuxi"
"1900","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cucullia","Cucullia consimilis"
"1901","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Evergestis","Evergestis forficalis"
"1902","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Desmolycaena","Desmolycaena mazoensis"
"1903","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eublemma","Eublemma bolinia"
"1904","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eublemma","Eublemma flaviceps"
"1905","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Micragrotis","Micragrotis puncticostata"
"1906","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Prionapteryx","Prionapteryx brevivittalis"
"1907","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Castalius","Castalius hesperis"
"1908","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Angustalius","Angustalius casandra"
"1909","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Cleora","Cleora betularia"
"1910","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Heteropalpia","Heteropalpia vetusta"
"1911","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Capys","Capys disjunctus"
"1912","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Aspidifrontia","Aspidifrontia atavistis"
"1913","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Syllepte","Syllepte purpurascens"
"1914","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cydia","Cydia pomonella"
"1915","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cucullia","Cucullia hutchinsoni"
"1916","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Pallastica","Pallastica pallens"
"1917","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eublemma","Eublemma juergenschmidli"
"1918","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Acantholipes","Acantholipes circumdata"
"1919","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Autocharis","Autocharis sinualis"
"1920","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Orachrysops","Orachrysops violescens"
"1921","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Timora","Timora albisticta"
"1922","Animalia","Arthropoda","Insecta","Lepidoptera","Thyrididae","Dysodia","Dysodia crassa"
"1923","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eublemma","Eublemma angustizona"
"1924","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Phereoeca","Phereoeca uterella"
"1925","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cucullia","Cucullia pallidistria"
"1926","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Hymenia","Hymenia perspectalis"
"1927","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Orachrysops","Orachrysops warreni"
"1928","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Etiella","Etiella zinckenella"
"1929","Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Endrosis","Endrosis sarcitrella"
"1930","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cosmetra","Cosmetra tumulata"
"1931","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Aloeides","Aloeides maluti"
"1932","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Psilocerea","Psilocerea immitata"
"1933","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Menophra","Menophra jansei"
"1934","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Anthene","Anthene liodes"
"1935","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Micragrotis","Micragrotis interstriata"
"1936","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris barathrodes"
"1937","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Tegostoma","Tegostoma florilegaria"
"1938","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Crocosia","Crocosia mesosticta"
"1939","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acrapex","Acrapex aenigma"
"1940","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Leptotes","Leptotes babaulti"
"1941","Animalia","Arthropoda","Insecta","Lepidoptera","Metarbelidae","Salagena","Salagena reticulata"
"1942","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Dingana","Dingana clara"
"1943","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Zygophyxia","Zygophyxia roseocincta"
"1944","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Syllepte","Syllepte nasonalis"
"1945","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Tracheplexia","Tracheplexia lucia"
"1946","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colotis","Colotis erone"
"1947","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Philotherma","Philotherma rosa"
"1948","Animalia","Arthropoda","Insecta","Lepidoptera","Ethmiidae","Ethmia","Ethmia anikini"
"1949","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Dolosis","Dolosis illacerata"
"1950","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Piercia","Piercia smaragdinata"
"1951","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Leucotrachea","Leucotrachea melanoleuca"
"1952","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Cragia","Cragia distigmata"
"1953","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Eudocima","Eudocima phalonia"
"1954","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Dingana","Dingana alticola"
"1955","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Mimoclystia","Mimoclystia tepescens"
"1956","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Metoeca","Metoeca foedalis"
"1957","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Melanthia","Melanthia ustiplaga"
"1958","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Perizoma","Perizoma epipercna"
"1959","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Cadra","Cadra cautella"
"1960","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mimasura","Mimasura tripunctoides"
"1961","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula punctilineata"
"1962","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Epicrocis","Epicrocis laticostella"
"1963","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Selepa","Selepa leucogonia"
"1964","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Tegulifera","Tegulifera obovalis"
"1965","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Heliophisma","Heliophisma xanthoptera"
"1966","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Polyhymno","Polyhymno chionarcha"
"1967","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ozarba","Ozarba cupreofascia"
"1968","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Temnora","Temnora murina"
"1969","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ctenoplusia","Ctenoplusia molybdina"
"1970","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Attatha","Attatha barlowi"
"1971","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Platyptilia","Platyptilia sabius"
"1972","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Deltophora","Deltophora typica"
"1973","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Dasychira","Dasychira batoides"
"1974","Animalia","Arthropoda","Insecta","Lepidoptera","Eriocottidae","Compsoctena","Compsoctena brachyctenis"
"1975","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Platypepla","Platypepla persubtilis"
"1976","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Deuterocopus","Deuterocopus socotranus"
"1977","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Trichophaga","Trichophaga tapetzella"
"1978","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Drepanogynis","Drepanogynis insolens"
"1979","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Lhommeia","Lhommeia biskrara"
"1980","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lophonotidia","Lophonotidia melanoleuca"
"1981","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acontia","Acontia insocia"
"1982","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Pasiphila","Pasiphila derasata"
"1983","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Charaxes","Charaxes karkloof"
"1984","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Nyodes","Nyodes acatharta"
"1985","Animalia","Arthropoda","Insecta","Lepidoptera","Cossidae","Eulophonotus","Eulophonotus myrmeleon"
"1986","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cetola","Cetola pulchra"
"1987","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ochrocalama","Ochrocalama xanthia"
"1988","Animalia","Arthropoda","Insecta","Lepidoptera","Metarbelidae","Teragra","Teragra guttifera"
"1989","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Neaspasia","Neaspasia orthacta"
"1990","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Thysanoplusia","Thysanoplusia daubei"
"1991","Animalia","Arthropoda","Insecta","Lepidoptera","Scythrididae","Eretmocera","Eretmocera syleuta"
"1992","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Automolis","Metarctia brunneipennis"
"1993","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Zamarada","Zamarada dentigera"
"1994","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Plecopterodes","Plecopterodes melliflua"
"1995","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Paternympha","Paternympha loxophthalma"
"1996","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Proschaliphora","Proschaliphora albida"
"1997","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lophotarsia","Lophotarsia ochroprocta"
"1998","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ozarba","Ozarba semipurpurea"
"1999","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Pleiomorpha","Pleiomorpha homotypa"
"2000","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Trichoplusia","Trichoplusia roseofasciata"
"2001","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Neocucullia","Neocucullia albisignata"
"2002","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Antanartia","Antanartia schaeneia"
"2003","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Platyptilia","Platyptilia farfarellus"
"2004","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Laelia",""
"2005","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Thalassodes","Thalassodes opaca"
"2006","Animalia","Arthropoda","Insecta","Lepidoptera","Euteliidae","Eutelia","Eutelia ocellaria"
"2007","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Tathorhynchus","Tathorhynchus plumbea"
"2008","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Drepanogynis","Drepanogynis pero"
"2009","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Pleuroptya","Pleuroptya balteata"
"2010","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Amblyptilia","Amblyptilia direptalis"
"2011","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eublemma","Eublemma staudingeri"
"2012","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acrapex","Acrapex festiva"
"2013","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Paraona","Paraona interjecta"
"2014","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Udea","Udea infuscalis"
"2015","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Temnora","Temnora zantus"
"2016","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Aphniolaus","Aphniolaus pallene"
"2017","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Chrysodeixis","Chrysodeixis acuta"
"2018","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Heraclia","Heraclia pardalina"
"2019","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Siccia","Siccia sordida"
"2020","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ericeia","Ericeia congressa"
"2021","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Leucotrachea","Leucotrachea melanobis"
"2022","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Bombycopsis","Bombycopsis bipars"
"2023","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Desmeocraera","Desmeocraera interpellatrix"
"2024","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Estigmene","Estigmene multivittata"
"2025","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Syngamia","Syngamia falsidicalis"
"2026","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acontia","Acontia antica"
"2027","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Psalis","Psalis pennatula"
"2028","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Audea","Audea bipunctata"
"2029","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Psilocladia","Psilocladia obliquata"
"2030","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Syllepte","Syllepte ovialis"
"2031","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Argyrophora","Argyrophora stramineata"
"2032","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypagoptera","Hypagoptera rufeola"
"2033","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Isturgia","Isturgia spissata"
"2034","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Plusiodonta","Plusiodonta wahlbergi"
"2035","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Rhypopteryx","Rhypopteryx rhodalipha"
"2036","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Thysanoplusia","Thysanoplusia exquisita"
"2037","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Autocharis","Autocharis fessalis"
"2038","Animalia","Arthropoda","Insecta","Lepidoptera","Eupterotidae","Phiala","Phiala costipuncta"
"2039","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Chalciope","Chalciope erecta"
"2040","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eulycia","Eulycia subpunctata"
"2041","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cyclopera","Cyclopera similis"
"2042","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lithacodia","Lithacodia varicolora"
"2043","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa incultalis"
"2044","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hypomecis","Hypomecis ectropodes"
"2045","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Carcinopodia","Carcinopodia argentata"
"2046","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hoplotarache","Hoplotarache dispar"
"2047","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Corgatha","Corgatha chionocraspis"
"2048","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Anoba","Anoba disjuncta"
"2049","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Heliophisma","Heliophisma klugii"
"2050","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Nassinia","Nassinia aurantiaca"
"2051","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Polienus","Polienus rubritincta"
"2052","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lophocyttarra","Lophocyttarra phoenicoxantha"
"2053","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acontia","Acontia wahlbergi"
"2054","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Parallelia","Parallelia proxima"
"2055","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Neromia","Neromia impostura"
"2056","Animalia","Arthropoda","Insecta","Lepidoptera","Euteliidae","Eutelia","Eutelia leucodelta"
"2057","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Heterostegane","Heterostegane auranticollis"
"2058","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Grammiphlebia","Grammiphlebia striata"
"2059","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Plusiodonta","Plusiodonta nictites"
"2060","Animalia","Arthropoda","Insecta","Lepidoptera","Ethmiidae","Ethmia","Ethmia rhomboidella"
"2061","Animalia","Arthropoda","Insecta","Lepidoptera","Ethmiidae","Ethmia","Ethmia austronamibiensis"
"2062","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Sicyodes","Sicyodes algoaria"
"2063","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Corgatha","Corgatha albigrisea"
"2064","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Scrancia","Scrancia stictica"
"2065","Animalia","Arthropoda","Insecta","Lepidoptera","Hepialidae","Eudalaca","Eudalaca cretata"
"2066","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Micronola","Micronola notonana"
"2067","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Glyphodes","Glyphodes aniferalis"
"2068","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Gigantoceras","Gigantoceras rectilinea"
"2069","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Isocentris","Isocentris filalis"
"2070","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Laelia","Laelia curvivirgata"
"2071","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tytroca","Tytroca metaxantha"
"2072","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ecpatia","Ecpatia dulcistriga"
"2073","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Audea","Audea tegulata"
"2074","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Parapoynx","Parapoynx stagnalis"
"2075","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Anoba","Anoba sinuata"
"2076","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acontia","Acontia psaliphora"
"2077","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Omphax","Omphax plantaria"
"2078","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mythimna","Mythimna viettei"
"2079","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula sinnaria"
"2080","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Ancylolomia","Ancylolomia prepiella"
